DISTRICT,REGION,DEPARTEMENT,SOUS-PREFECTURE OU COMMUNE,CATEGORIE,EFFECTIF
ZANZAN ,GONTOUGO,BONDOUKOU,YEZIMALA,MENAGE,2769
ZANZAN ,GONTOUGO,KOUN-FAO,BOAHIA,MENAGE,2153
ZANZAN ,GONTOUGO,KOUN-FAO,KOKOMIAN,MENAGE,2511
ZANZAN ,GONTOUGO,KOUN-FAO,KOUASSI-DATEKRO,MENAGE,7054
ZANZAN ,GONTOUGO,KOUN-FAO,KOUN-FAO,MENAGE,10047
ZANZAN ,GONTOUGO,KOUN-FAO,TANKESSE,MENAGE,7875
ZANZAN ,GONTOUGO,KOUN-FAO,TIENKOIKRO,MENAGE,4856
ZANZAN ,GONTOUGO,SANDEGUE,BANDAKAGNI-TOMORA,MENAGE,2611
ZANZAN ,GONTOUGO,SANDEGUE,DIMANDOUGOU,MENAGE,2404
ZANZAN ,GONTOUGO,SANDEGUE,SANDEGUE,MENAGE,6638
ZANZAN ,GONTOUGO,SANDEGUE,YOROBODI,MENAGE,5655
ZANZAN ,GONTOUGO,TRANSUA,ASSUEFRY,MENAGE,7748
ZANZAN ,GONTOUGO,TRANSUA,KOUASSI-NIAGUINI,MENAGE,2949
ZANZAN ,GONTOUGO,TRANSUA,TRANSUA,MENAGE,8213
ZANZAN ,GONTOUGO,TANDA,AMANVI,MENAGE,2977
ZANZAN ,GONTOUGO,TANDA,DIAMBA,MENAGE,3761
ZANZAN ,GONTOUGO,TANDA,TANDA,MENAGE,16100
ZANZAN ,GONTOUGO,TANDA,TCHEDIO,MENAGE,3855
ZANZAN ,BOUNKANI ,BOUNA,BOUKO,MENAGE,3230
ZANZAN ,BOUNKANI ,BOUNA,BOUNA,MENAGE,17285
ZANZAN ,BOUNKANI ,BOUNA,ONDEFIDOUO,MENAGE,4855
ZANZAN ,BOUNKANI ,BOUNA,YOUNDOUO,MENAGE,3494
ZANZAN ,BOUNKANI ,DOROPO,DANOA,MENAGE,1465
ZANZAN ,BOUNKANI ,DOROPO,DOROPO,MENAGE,8269
ZANZAN ,BOUNKANI ,DOROPO,KALAMON,MENAGE,1400
ZANZAN ,BOUNKANI ,DOROPO,NIAMOUE,MENAGE,2493
ZANZAN ,BOUNKANI ,NASSIAN,BOGOFA,MENAGE,1937
ZANZAN ,BOUNKANI ,NASSIAN,KAKPIN,MENAGE,1719
ZANZAN ,BOUNKANI ,NASSIAN,KOTOUBA,MENAGE,2516
ZANZAN ,BOUNKANI ,NASSIAN,NASSIAN,MENAGE,6267
ZANZAN ,BOUNKANI ,NASSIAN,SOMINASSE,MENAGE,2079
ZANZAN ,BOUNKANI ,TEHINI,GOGO,MENAGE,2328
ZANZAN ,BOUNKANI ,TEHINI,TEHINI,MENAGE,3483
ZANZAN ,BOUNKANI ,TEHINI,TOUGBO,MENAGE,3772
